ID,Name,Age,Marks
5337,Student_5337,24,54
5338,Student_5338,23,61
5339,Student_5339,19,52
5340,Student_5340,20,72
5341,Student_5341,18,91
5342,Student_5342,18,87
5343,Student_5343,23,73
5344,Student_5344,20,67
5345,Student_5345,18,68
5346,Student_5346,25,85
5347,Student_5347,25,75
5348,Student_5348,21,100
5349,Student_5349,19,76
5350,Student_5350,20,53
5351,Student_5351,18,81
5352,Student_5352,22,55
5353,Student_5353,23,61
5354,Student_5354,25,81
5355,Student_5355,23,72
5356,Student_5356,18,55
5357,Student_5357,25,77
5358,Student_5358,24,88
5359,Student_5359,25,79
5360,Student_5360,24,70
5361,Student_5361,24,53
5362,Student_5362,20,99
5363,Student_5363,18,62
5364,Student_5364,22,67
5365,Student_5365,20,95
5366,Student_5366,25,74
5367,Student_5367,21,90
5368,Student_5368,22,94
5369,Student_5369,20,73
5370,Student_5370,25,100
5371,Student_5371,25,76
5372,Student_5372,25,80
5373,Student_5373,24,90
5374,Student_5374,20,80
5375,Student_5375,20,92
5376,Student_5376,20,56
5377,Student_5377,23,91
5378,Student_5378,21,61
5379,Student_5379,20,53
5380,Student_5380,21,86
5381,Student_5381,24,96
5382,Student_5382,21,64
5383,Student_5383,24,68
5384,Student_5384,24,82
5385,Student_5385,25,50
5386,Student_5386,18,72
5387,Student_5387,20,95
5388,Student_5388,20,89
5389,Student_5389,19,90
5390,Student_5390,22,73
5391,Student_5391,22,89
5392,Student_5392,18,64
5393,Student_5393,21,80
5394,Student_5394,25,72
5395,Student_5395,20,96
5396,Student_5396,24,84
5397,Student_5397,18,87
5398,Student_5398,19,72
5399,Student_5399,24,54
5400,Student_5400,21,99
5401,Student_5401,20,83
5402,Student_5402,18,77
5403,Student_5403,25,64
5404,Student_5404,20,62
5405,Student_5405,23,53
5406,Student_5406,25,83
5407,Student_5407,20,58
5408,Student_5408,23,78
5409,Student_5409,20,74
5410,Student_5410,21,90
5411,Student_5411,20,94
5412,Student_5412,24,72
5413,Student_5413,23,73
5414,Student_5414,19,86
5415,Student_5415,18,92
5416,Student_5416,25,54
5417,Student_5417,21,75
5418,Student_5418,20,93
5419,Student_5419,18,51
5420,Student_5420,25,96
5421,Student_5421,25,53
5422,Student_5422,18,50
5423,Student_5423,18,78
5424,Student_5424,24,98
5425,Student_5425,18,70
5426,Student_5426,21,70
5427,Student_5427,20,75
5428,Student_5428,20,95
5429,Student_5429,23,75
5430,Student_5430,24,57
5431,Student_5431,22,71
5432,Student_5432,22,50
5433,Student_5433,21,91
5434,Student_5434,21,81
5435,Student_5435,24,79
5436,Student_5436,19,70
5437,Student_5437,19,71
5438,Student_5438,19,61
5439,Student_5439,19,64
5440,Student_5440,22,83
5441,Student_5441,19,73
5442,Student_5442,22,79
5443,Student_5443,22,89
5444,Student_5444,24,52
5445,Student_5445,24,62
5446,Student_5446,20,68
5447,Student_5447,19,63
5448,Student_5448,22,95
5449,Student_5449,23,79
5450,Student_5450,22,86
5451,Student_5451,22,66
5452,Student_5452,21,55
5453,Student_5453,24,70
5454,Student_5454,21,96
5455,Student_5455,25,84
5456,Student_5456,20,97
5457,Student_5457,19,56
5458,Student_5458,24,98
5459,Student_5459,20,69
5460,Student_5460,23,51
5461,Student_5461,25,92
5462,Student_5462,20,84
5463,Student_5463,22,51
5464,Student_5464,20,84
5465,Student_5465,23,79
5466,Student_5466,18,95
5467,Student_5467,20,65
5468,Student_5468,20,71
5469,Student_5469,19,60
5470,Student_5470,21,80
5471,Student_5471,18,91
5472,Student_5472,20,84
5473,Student_5473,18,75
5474,Student_5474,20,61
5475,Student_5475,24,73
5476,Student_5476,24,56
5477,Student_5477,21,71
5478,Student_5478,21,63
5479,Student_5479,19,72
5480,Student_5480,22,91
5481,Student_5481,23,60
5482,Student_5482,21,81
5483,Student_5483,24,62
5484,Student_5484,24,76
5485,Student_5485,18,70
5486,Student_5486,19,65
5487,Student_5487,18,74
5488,Student_5488,24,86
5489,Student_5489,23,55
5490,Student_5490,21,88
5491,Student_5491,23,90
5492,Student_5492,20,66
5493,Student_5493,25,99
5494,Student_5494,22,78
5495,Student_5495,18,53
5496,Student_5496,19,98
5497,Student_5497,24,85
5498,Student_5498,23,96
5499,Student_5499,23,90
5500,Student_5500,25,90
5501,Student_5501,21,60
5502,Student_5502,20,86
5503,Student_5503,18,87
5504,Student_5504,19,58
5505,Student_5505,21,92
5506,Student_5506,22,87
5507,Student_5507,23,84
5508,Student_5508,25,64
5509,Student_5509,25,97
5510,Student_5510,25,99
5511,Student_5511,24,89
5512,Student_5512,18,52
5513,Student_5513,21,84
5514,Student_5514,25,74
5515,Student_5515,20,64
5516,Student_5516,22,50
5517,Student_5517,20,89
5518,Student_5518,25,78
5519,Student_5519,22,56
5520,Student_5520,23,93
5521,Student_5521,23,85
5522,Student_5522,24,96
5523,Student_5523,24,59
5524,Student_5524,25,52
5525,Student_5525,18,76
5526,Student_5526,19,51
5527,Student_5527,23,96
5528,Student_5528,18,52
5529,Student_5529,25,81
5530,Student_5530,19,82
5531,Student_5531,21,94
5532,Student_5532,22,76
5533,Student_5533,25,88
5534,Student_5534,24,91
5535,Student_5535,24,67
5536,Student_5536,18,81
5537,Student_5537,24,60
5538,Student_5538,22,98
5539,Student_5539,23,81
5540,Student_5540,23,75
5541,Student_5541,22,59
5542,Student_5542,19,68
5543,Student_5543,18,58
5544,Student_5544,19,57
5545,Student_5545,21,98
5546,Student_5546,19,59
5547,Student_5547,21,84
5548,Student_5548,24,98
5549,Student_5549,23,56
5550,Student_5550,23,96
5551,Student_5551,22,71
5552,Student_5552,19,77
5553,Student_5553,18,88
5554,Student_5554,25,85
5555,Student_5555,23,91
5556,Student_5556,18,52
5557,Student_5557,18,63
5558,Student_5558,22,84
5559,Student_5559,25,78
5560,Student_5560,18,55
5561,Student_5561,24,85
5562,Student_5562,21,68
5563,Student_5563,24,67
5564,Student_5564,24,86
5565,Student_5565,21,79
5566,Student_5566,22,56
5567,Student_5567,21,68
5568,Student_5568,25,73
5569,Student_5569,20,65
5570,Student_5570,21,62
5571,Student_5571,18,63
5572,Student_5572,19,55
5573,Student_5573,25,61
5574,Student_5574,19,57
5575,Student_5575,19,81
5576,Student_5576,22,72
5577,Student_5577,22,78
5578,Student_5578,21,79
5579,Student_5579,25,97
5580,Student_5580,24,87
5581,Student_5581,23,93
5582,Student_5582,25,62
5583,Student_5583,20,87
5584,Student_5584,20,97
5585,Student_5585,18,90
5586,Student_5586,19,62
5587,Student_5587,22,55
5588,Student_5588,19,70
5589,Student_5589,20,96
5590,Student_5590,25,83
5591,Student_5591,22,55
5592,Student_5592,19,78
5593,Student_5593,21,60
5594,Student_5594,20,80
5595,Student_5595,19,95
5596,Student_5596,19,97
5597,Student_5597,24,81
5598,Student_5598,24,68
5599,Student_5599,18,96
5600,Student_5600,22,80
5601,Student_5601,18,63
5602,Student_5602,23,96
5603,Student_5603,23,79
5604,Student_5604,18,69
5605,Student_5605,20,50
5606,Student_5606,23,58
5607,Student_5607,23,56
5608,Student_5608,23,65
5609,Student_5609,21,57
5610,Student_5610,25,100
5611,Student_5611,22,84
5612,Student_5612,22,68
5613,Student_5613,24,98
5614,Student_5614,18,94
5615,Student_5615,21,51
5616,Student_5616,21,97
5617,Student_5617,24,87
5618,Student_5618,25,51
5619,Student_5619,20,66
5620,Student_5620,24,50
5621,Student_5621,23,96
5622,Student_5622,23,63
5623,Student_5623,20,90
5624,Student_5624,24,70
5625,Student_5625,20,62
5626,Student_5626,18,50
5627,Student_5627,25,53
5628,Student_5628,20,54
5629,Student_5629,18,82
5630,Student_5630,22,52
5631,Student_5631,22,80
5632,Student_5632,25,96
5633,Student_5633,24,53
5634,Student_5634,21,100
5635,Student_5635,21,74
5636,Student_5636,18,71
5637,Student_5637,21,59
5638,Student_5638,19,52
5639,Student_5639,20,83
5640,Student_5640,23,64
5641,Student_5641,23,93
5642,Student_5642,22,71
5643,Student_5643,23,90
5644,Student_5644,18,53
5645,Student_5645,22,100
5646,Student_5646,23,78
5647,Student_5647,19,59
5648,Student_5648,20,80
5649,Student_5649,21,50
5650,Student_5650,19,58
5651,Student_5651,19,56
5652,Student_5652,25,70
5653,Student_5653,24,82
5654,Student_5654,23,77
5655,Student_5655,20,88
5656,Student_5656,18,97
5657,Student_5657,21,98
5658,Student_5658,21,59
5659,Student_5659,23,60
5660,Student_5660,20,84
5661,Student_5661,20,86
5662,Student_5662,18,53
5663,Student_5663,20,82
5664,Student_5664,22,61
5665,Student_5665,24,56
5666,Student_5666,21,72
5667,Student_5667,19,88
5668,Student_5668,20,100
5669,Student_5669,18,70
5670,Student_5670,20,82
5671,Student_5671,18,53
5672,Student_5672,25,86
5673,Student_5673,18,52
5674,Student_5674,25,64
5675,Student_5675,18,92
5676,Student_5676,22,79
5677,Student_5677,18,86
5678,Student_5678,25,81
5679,Student_5679,21,54
5680,Student_5680,21,81
5681,Student_5681,23,86
5682,Student_5682,21,94
5683,Student_5683,23,75
5684,Student_5684,22,73
5685,Student_5685,20,67
5686,Student_5686,22,84
5687,Student_5687,24,63
5688,Student_5688,21,72
5689,Student_5689,22,50
5690,Student_5690,23,86
5691,Student_5691,18,85
5692,Student_5692,23,54
5693,Student_5693,20,50
5694,Student_5694,18,51
5695,Student_5695,23,60
5696,Student_5696,18,96
5697,Student_5697,18,71
5698,Student_5698,24,87
5699,Student_5699,22,85
5700,Student_5700,24,65
5701,Student_5701,23,88
5702,Student_5702,19,80
5703,Student_5703,19,69
5704,Student_5704,23,70
5705,Student_5705,23,94
5706,Student_5706,20,70
5707,Student_5707,22,97
5708,Student_5708,25,88
5709,Student_5709,19,83
5710,Student_5710,22,52
5711,Student_5711,23,98
5712,Student_5712,23,90
5713,Student_5713,23,100
5714,Student_5714,23,92
5715,Student_5715,24,80
5716,Student_5716,24,80
5717,Student_5717,21,52
5718,Student_5718,18,65
5719,Student_5719,19,63
5720,Student_5720,24,85
5721,Student_5721,21,98
5722,Student_5722,22,68
5723,Student_5723,24,60
5724,Student_5724,18,64
5725,Student_5725,19,85
5726,Student_5726,24,76
5727,Student_5727,22,52
5728,Student_5728,22,65
5729,Student_5729,25,93
5730,Student_5730,24,71
5731,Student_5731,22,63
5732,Student_5732,20,94
5733,Student_5733,23,75
5734,Student_5734,19,95
5735,Student_5735,18,81
5736,Student_5736,25,85
5737,Student_5737,25,83
5738,Student_5738,23,55
5739,Student_5739,24,85
5740,Student_5740,19,92
5741,Student_5741,23,86
5742,Student_5742,23,85
5743,Student_5743,23,94
5744,Student_5744,19,97
5745,Student_5745,20,50
5746,Student_5746,21,62
5747,Student_5747,18,100
5748,Student_5748,20,70
5749,Student_5749,21,50
5750,Student_5750,23,77
5751,Student_5751,21,64
5752,Student_5752,23,93
5753,Student_5753,23,78
5754,Student_5754,23,83
5755,Student_5755,23,91
5756,Student_5756,20,89
5757,Student_5757,18,84
5758,Student_5758,21,65
5759,Student_5759,24,95
5760,Student_5760,21,53
5761,Student_5761,18,72
5762,Student_5762,23,70
5763,Student_5763,19,89
5764,Student_5764,25,61
5765,Student_5765,19,54
5766,Student_5766,21,59
5767,Student_5767,19,95
5768,Student_5768,20,90
5769,Student_5769,18,58
5770,Student_5770,19,57
5771,Student_5771,18,58
5772,Student_5772,24,58
5773,Student_5773,19,70
5774,Student_5774,23,74
5775,Student_5775,18,50
5776,Student_5776,22,67
5777,Student_5777,22,85
5778,Student_5778,22,78
5779,Student_5779,19,51
5780,Student_5780,25,88
5781,Student_5781,23,50
5782,Student_5782,22,51
5783,Student_5783,21,85
5784,Student_5784,20,91
5785,Student_5785,18,65
5786,Student_5786,19,99
5787,Student_5787,25,81
5788,Student_5788,23,71
5789,Student_5789,19,58
5790,Student_5790,19,94
5791,Student_5791,18,68
5792,Student_5792,25,92
5793,Student_5793,24,71
5794,Student_5794,21,100
5795,Student_5795,25,70
5796,Student_5796,21,97
5797,Student_5797,21,70
5798,Student_5798,25,66
5799,Student_5799,23,85
5800,Student_5800,19,73
5801,Student_5801,23,90
5802,Student_5802,18,71
5803,Student_5803,20,51
5804,Student_5804,22,85
5805,Student_5805,23,95
5806,Student_5806,20,87
5807,Student_5807,24,62
5808,Student_5808,23,58
5809,Student_5809,23,64
5810,Student_5810,25,85
5811,Student_5811,19,86
5812,Student_5812,23,61
5813,Student_5813,18,82
5814,Student_5814,22,65
5815,Student_5815,20,63
5816,Student_5816,24,76
5817,Student_5817,21,62
5818,Student_5818,19,94
5819,Student_5819,23,56
5820,Student_5820,24,86
5821,Student_5821,19,50
5822,Student_5822,21,54
5823,Student_5823,23,51
5824,Student_5824,21,68
5825,Student_5825,21,63
5826,Student_5826,20,95
5827,Student_5827,24,54
5828,Student_5828,20,62
5829,Student_5829,18,62
5830,Student_5830,23,91
5831,Student_5831,19,92
5832,Student_5832,22,97
5833,Student_5833,21,86
5834,Student_5834,18,93
5835,Student_5835,20,96
5836,Student_5836,23,76
5837,Student_5837,19,75
5838,Student_5838,22,65
5839,Student_5839,20,58
5840,Student_5840,24,95
5841,Student_5841,19,79
5842,Student_5842,22,80
5843,Student_5843,19,81
5844,Student_5844,19,85
5845,Student_5845,25,73
5846,Student_5846,21,63
5847,Student_5847,19,56
5848,Student_5848,22,71
5849,Student_5849,19,74
5850,Student_5850,19,73
5851,Student_5851,24,57
5852,Student_5852,19,62
5853,Student_5853,23,100
5854,Student_5854,22,72
5855,Student_5855,18,81
5856,Student_5856,22,97
5857,Student_5857,20,85
5858,Student_5858,22,88
5859,Student_5859,19,77
5860,Student_5860,22,69
5861,Student_5861,18,54
5862,Student_5862,19,98
5863,Student_5863,21,76
5864,Student_5864,20,68
5865,Student_5865,23,73
5866,Student_5866,23,51
5867,Student_5867,22,79
5868,Student_5868,22,52
5869,Student_5869,22,84
5870,Student_5870,23,50
5871,Student_5871,22,84
5872,Student_5872,20,89
5873,Student_5873,18,68
5874,Student_5874,23,65
5875,Student_5875,18,73
5876,Student_5876,23,56
5877,Student_5877,25,69
5878,Student_5878,21,57
5879,Student_5879,24,92
5880,Student_5880,25,63
5881,Student_5881,23,95
5882,Student_5882,18,95
5883,Student_5883,23,87
5884,Student_5884,19,81
5885,Student_5885,18,78
5886,Student_5886,24,70
5887,Student_5887,22,61
5888,Student_5888,23,73
5889,Student_5889,19,88
5890,Student_5890,25,50
5891,Student_5891,25,76
5892,Student_5892,19,57
5893,Student_5893,20,82
5894,Student_5894,24,60
5895,Student_5895,19,54
5896,Student_5896,25,64
5897,Student_5897,23,68
5898,Student_5898,25,84
5899,Student_5899,21,100
5900,Student_5900,24,62
5901,Student_5901,20,79
5902,Student_5902,19,71
5903,Student_5903,19,50
5904,Student_5904,21,60
5905,Student_5905,24,72
5906,Student_5906,20,54
5907,Student_5907,22,76
5908,Student_5908,22,60
5909,Student_5909,18,86
5910,Student_5910,25,96
5911,Student_5911,25,92
5912,Student_5912,24,64
5913,Student_5913,23,87
5914,Student_5914,19,79
5915,Student_5915,18,79
5916,Student_5916,18,79
5917,Student_5917,24,97
5918,Student_5918,25,88
5919,Student_5919,25,75
5920,Student_5920,20,69
5921,Student_5921,21,66
5922,Student_5922,18,64
5923,Student_5923,22,75
5924,Student_5924,18,61
5925,Student_5925,24,78
5926,Student_5926,21,82
5927,Student_5927,23,96
5928,Student_5928,22,55
5929,Student_5929,18,98
5930,Student_5930,19,90
5931,Student_5931,19,84
5932,Student_5932,18,52
5933,Student_5933,25,62
5934,Student_5934,21,92
5935,Student_5935,23,71
5936,Student_5936,21,89
5937,Student_5937,23,80
5938,Student_5938,23,91
5939,Student_5939,21,92
5940,Student_5940,24,89
5941,Student_5941,25,79
5942,Student_5942,22,95
5943,Student_5943,23,79
5944,Student_5944,18,98
5945,Student_5945,25,66
5946,Student_5946,22,68
5947,Student_5947,21,62
5948,Student_5948,19,50
5949,Student_5949,23,94
5950,Student_5950,19,85
5951,Student_5951,21,63
5952,Student_5952,22,71
5953,Student_5953,22,60
5954,Student_5954,18,99
5955,Student_5955,25,62
5956,Student_5956,23,80
5957,Student_5957,21,83
5958,Student_5958,21,57
5959,Student_5959,22,57
5960,Student_5960,25,62
5961,Student_5961,20,74
5962,Student_5962,25,88
5963,Student_5963,22,81
5964,Student_5964,20,79
5965,Student_5965,20,94
5966,Student_5966,19,81
5967,Student_5967,21,80
5968,Student_5968,20,75
5969,Student_5969,25,53
5970,Student_5970,20,78
5971,Student_5971,19,67
5972,Student_5972,20,89
5973,Student_5973,19,61
5974,Student_5974,19,79
5975,Student_5975,23,62
5976,Student_5976,24,94
5977,Student_5977,23,62
5978,Student_5978,19,67
5979,Student_5979,22,78
5980,Student_5980,24,88
5981,Student_5981,24,100
5982,Student_5982,24,89
5983,Student_5983,23,76
5984,Student_5984,21,73
5985,Student_5985,20,79
5986,Student_5986,21,61
5987,Student_5987,20,91
5988,Student_5988,19,84
5989,Student_5989,18,61
5990,Student_5990,18,69
5991,Student_5991,20,67
5992,Student_5992,23,67
5993,Student_5993,25,67
5994,Student_5994,24,76
5995,Student_5995,22,98
5996,Student_5996,25,62
5997,Student_5997,24,87
5998,Student_5998,22,75
5999,Student_5999,24,86
6000,Student_6000,25,89
6001,Student_6001,18,83
6002,Student_6002,25,68
6003,Student_6003,20,69
6004,Student_6004,18,62
6005,Student_6005,20,60
6006,Student_6006,18,65
6007,Student_6007,24,94
6008,Student_6008,18,64
6009,Student_6009,18,70
6010,Student_6010,20,86
6011,Student_6011,24,81
6012,Student_6012,23,88
6013,Student_6013,25,100
6014,Student_6014,25,85
6015,Student_6015,18,95
6016,Student_6016,25,99
6017,Student_6017,19,100
6018,Student_6018,21,72
6019,Student_6019,23,93
6020,Student_6020,22,93
6021,Student_6021,24,90
6022,Student_6022,23,68
6023,Student_6023,18,54
6024,Student_6024,21,70
6025,Student_6025,20,85
6026,Student_6026,23,83
6027,Student_6027,20,100
6028,Student_6028,24,50
6029,Student_6029,25,72
6030,Student_6030,18,65
6031,Student_6031,18,93
6032,Student_6032,20,75
6033,Student_6033,22,85
6034,Student_6034,21,75
6035,Student_6035,25,92
6036,Student_6036,25,66
6037,Student_6037,19,67
6038,Student_6038,23,55
6039,Student_6039,23,85
6040,Student_6040,21,98
6041,Student_6041,23,79
6042,Student_6042,19,78
6043,Student_6043,23,96
6044,Student_6044,18,56
6045,Student_6045,24,85
6046,Student_6046,20,72
6047,Student_6047,21,74
6048,Student_6048,22,82
6049,Student_6049,24,92
6050,Student_6050,25,84
6051,Student_6051,21,61
6052,Student_6052,22,71
6053,Student_6053,19,51
6054,Student_6054,23,78
6055,Student_6055,20,65
6056,Student_6056,24,59
6057,Student_6057,18,93
6058,Student_6058,18,68
6059,Student_6059,19,93
6060,Student_6060,22,96
6061,Student_6061,22,67
6062,Student_6062,22,75
6063,Student_6063,21,61
6064,Student_6064,21,76
6065,Student_6065,19,71
6066,Student_6066,25,79
6067,Student_6067,21,50
6068,Student_6068,20,78
6069,Student_6069,21,97
6070,Student_6070,20,62
6071,Student_6071,22,65
6072,Student_6072,18,85
6073,Student_6073,23,69
6074,Student_6074,25,50
6075,Student_6075,23,50
6076,Student_6076,21,72
6077,Student_6077,18,96
6078,Student_6078,20,96
6079,Student_6079,19,70
6080,Student_6080,24,60
6081,Student_6081,22,94
6082,Student_6082,19,91
6083,Student_6083,22,82
6084,Student_6084,19,88
6085,Student_6085,25,87
6086,Student_6086,19,75
6087,Student_6087,22,54
6088,Student_6088,21,78
6089,Student_6089,24,91
6090,Student_6090,18,94
6091,Student_6091,25,83
6092,Student_6092,20,72
6093,Student_6093,22,59
6094,Student_6094,20,93
6095,Student_6095,21,53
6096,Student_6096,21,72
6097,Student_6097,25,51
6098,Student_6098,25,73
6099,Student_6099,19,94
6100,Student_6100,25,80
6101,Student_6101,18,67
6102,Student_6102,23,66
6103,Student_6103,22,74
6104,Student_6104,18,70
6105,Student_6105,20,51
6106,Student_6106,19,83
6107,Student_6107,22,68
6108,Student_6108,25,50
6109,Student_6109,20,75
6110,Student_6110,19,95
6111,Student_6111,22,55
6112,Student_6112,18,54
6113,Student_6113,23,56
6114,Student_6114,21,66
6115,Student_6115,21,51
6116,Student_6116,25,86
6117,Student_6117,18,70
6118,Student_6118,18,90
6119,Student_6119,22,66
6120,Student_6120,18,66
6121,Student_6121,23,67
6122,Student_6122,21,56
6123,Student_6123,18,98
6124,Student_6124,24,51
6125,Student_6125,22,82
6126,Student_6126,21,59
6127,Student_6127,18,69
6128,Student_6128,25,65
6129,Student_6129,25,85
6130,Student_6130,22,65
6131,Student_6131,19,66
6132,Student_6132,21,77
6133,Student_6133,20,85
6134,Student_6134,19,66
6135,Student_6135,21,84
6136,Student_6136,24,80
6137,Student_6137,23,89
6138,Student_6138,18,77
6139,Student_6139,18,88
6140,Student_6140,25,98
6141,Student_6141,18,94
6142,Student_6142,24,94
6143,Student_6143,23,55
6144,Student_6144,24,90
6145,Student_6145,20,87
6146,Student_6146,18,61
6147,Student_6147,25,99
6148,Student_6148,22,93
6149,Student_6149,18,60
6150,Student_6150,24,80
6151,Student_6151,25,69
6152,Student_6152,20,51
6153,Student_6153,24,77
6154,Student_6154,25,92
6155,Student_6155,18,59
6156,Student_6156,24,91
6157,Student_6157,19,50
6158,Student_6158,24,97
6159,Student_6159,18,78
6160,Student_6160,21,79
6161,Student_6161,24,95
6162,Student_6162,20,80
6163,Student_6163,24,65
6164,Student_6164,24,79
6165,Student_6165,18,51
6166,Student_6166,21,86
6167,Student_6167,24,76
6168,Student_6168,25,71
6169,Student_6169,19,95
6170,Student_6170,24,73
6171,Student_6171,24,95
6172,Student_6172,21,51
6173,Student_6173,20,71
6174,Student_6174,24,62
6175,Student_6175,21,76
6176,Student_6176,21,64
6177,Student_6177,20,80
6178,Student_6178,20,94
6179,Student_6179,25,52
6180,Student_6180,24,58
6181,Student_6181,24,72
6182,Student_6182,22,54
6183,Student_6183,21,60
6184,Student_6184,21,73
6185,Student_6185,20,74
6186,Student_6186,23,60
6187,Student_6187,20,86
6188,Student_6188,25,82
6189,Student_6189,19,76
6190,Student_6190,22,67
6191,Student_6191,21,99
6192,Student_6192,23,56
6193,Student_6193,22,68
6194,Student_6194,23,80
6195,Student_6195,22,51
6196,Student_6196,24,68
6197,Student_6197,21,77
6198,Student_6198,23,86
6199,Student_6199,25,74
6200,Student_6200,20,67
6201,Student_6201,23,70
6202,Student_6202,23,54
6203,Student_6203,24,82
6204,Student_6204,25,51
6205,Student_6205,19,59
6206,Student_6206,23,70
6207,Student_6207,21,60
6208,Student_6208,23,69
6209,Student_6209,18,50
6210,Student_6210,20,73
6211,Student_6211,20,80
6212,Student_6212,19,73
6213,Student_6213,20,50
6214,Student_6214,25,62
6215,Student_6215,21,60
6216,Student_6216,24,73
6217,Student_6217,22,74
6218,Student_6218,19,94
6219,Student_6219,19,60
6220,Student_6220,18,62
6221,Student_6221,23,52
6222,Student_6222,21,57
6223,Student_6223,23,57
6224,Student_6224,19,83
6225,Student_6225,21,74
6226,Student_6226,19,69
6227,Student_6227,21,83
6228,Student_6228,25,74
6229,Student_6229,21,95
6230,Student_6230,18,73
6231,Student_6231,22,85
6232,Student_6232,24,68
6233,Student_6233,20,56
6234,Student_6234,24,97
6235,Student_6235,25,51
6236,Student_6236,21,52
6237,Student_6237,18,62
6238,Student_6238,22,89
6239,Student_6239,24,88
6240,Student_6240,18,83
6241,Student_6241,20,96
6242,Student_6242,23,91
6243,Student_6243,23,68
6244,Student_6244,25,56
6245,Student_6245,20,68
6246,Student_6246,25,88
6247,Student_6247,23,58
6248,Student_6248,22,99
6249,Student_6249,24,63
6250,Student_6250,22,77
6251,Student_6251,21,67
6252,Student_6252,25,82
6253,Student_6253,23,53
6254,Student_6254,20,98
6255,Student_6255,22,56
6256,Student_6256,24,62
6257,Student_6257,25,63
6258,Student_6258,23,55
6259,Student_6259,24,68
6260,Student_6260,23,67
6261,Student_6261,24,88
6262,Student_6262,22,84
6263,Student_6263,19,88
6264,Student_6264,22,91
6265,Student_6265,23,51
6266,Student_6266,22,89
6267,Student_6267,18,68
6268,Student_6268,22,95
6269,Student_6269,23,94
6270,Student_6270,18,51
6271,Student_6271,24,56
6272,Student_6272,23,87
6273,Student_6273,23,69
6274,Student_6274,22,58
6275,Student_6275,21,68
6276,Student_6276,25,58
6277,Student_6277,22,70
6278,Student_6278,18,51
6279,Student_6279,23,77
6280,Student_6280,24,57
6281,Student_6281,21,79
6282,Student_6282,22,63
6283,Student_6283,21,64
6284,Student_6284,23,74
6285,Student_6285,25,59
6286,Student_6286,24,91
6287,Student_6287,21,77
6288,Student_6288,21,96
6289,Student_6289,18,51
6290,Student_6290,22,67
6291,Student_6291,20,78
6292,Student_6292,24,54
6293,Student_6293,25,63
6294,Student_6294,18,61
6295,Student_6295,22,52
6296,Student_6296,22,56
6297,Student_6297,19,72
6298,Student_6298,19,95
6299,Student_6299,20,98
6300,Student_6300,25,60
6301,Student_6301,18,72
6302,Student_6302,19,84
6303,Student_6303,24,76
6304,Student_6304,20,74
6305,Student_6305,24,69
6306,Student_6306,22,70
6307,Student_6307,25,52
6308,Student_6308,19,70
6309,Student_6309,19,59
6310,Student_6310,23,81
6311,Student_6311,24,98
6312,Student_6312,18,55
6313,Student_6313,21,59
6314,Student_6314,23,94
6315,Student_6315,22,76
6316,Student_6316,24,69
6317,Student_6317,20,67
6318,Student_6318,19,65
6319,Student_6319,18,84
6320,Student_6320,19,91
6321,Student_6321,19,61
6322,Student_6322,23,100
6323,Student_6323,18,83
6324,Student_6324,19,50
6325,Student_6325,24,99
6326,Student_6326,22,79
6327,Student_6327,19,76
6328,Student_6328,25,88
6329,Student_6329,19,84
6330,Student_6330,21,85
6331,Student_6331,19,100
6332,Student_6332,21,73
6333,Student_6333,21,68
6334,Student_6334,21,57
6335,Student_6335,22,86
6336,Student_6336,19,62
6337,Student_6337,22,94
6338,Student_6338,19,94
6339,Student_6339,22,98
6340,Student_6340,23,98
6341,Student_6341,19,53
6342,Student_6342,19,93
6343,Student_6343,23,100
6344,Student_6344,22,85
6345,Student_6345,20,51
6346,Student_6346,21,65
6347,Student_6347,24,62
6348,Student_6348,22,78
6349,Student_6349,24,62
6350,Student_6350,24,80
6351,Student_6351,20,90
6352,Student_6352,23,56
6353,Student_6353,19,56
6354,Student_6354,25,53
6355,Student_6355,21,98
6356,Student_6356,20,90
6357,Student_6357,20,59
6358,Student_6358,25,93
6359,Student_6359,21,68
6360,Student_6360,19,53
6361,Student_6361,18,75
6362,Student_6362,21,53
6363,Student_6363,18,96
6364,Student_6364,21,61
6365,Student_6365,18,86
6366,Student_6366,24,88
6367,Student_6367,22,57
6368,Student_6368,18,51
6369,Student_6369,23,63
6370,Student_6370,24,54
6371,Student_6371,23,86
6372,Student_6372,23,64
6373,Student_6373,25,53
6374,Student_6374,22,85
6375,Student_6375,24,72
6376,Student_6376,22,53
6377,Student_6377,23,70
6378,Student_6378,23,63
6379,Student_6379,21,71
6380,Student_6380,25,76
6381,Student_6381,21,67
6382,Student_6382,24,78
6383,Student_6383,24,93
6384,Student_6384,21,90
6385,Student_6385,19,99
6386,Student_6386,21,95
6387,Student_6387,22,73
6388,Student_6388,18,88
6389,Student_6389,24,94
6390,Student_6390,23,95
6391,Student_6391,21,65
6392,Student_6392,23,78
6393,Student_6393,23,93
6394,Student_6394,22,94
6395,Student_6395,21,59
6396,Student_6396,25,50
6397,Student_6397,22,81
6398,Student_6398,25,71
6399,Student_6399,21,84
6400,Student_6400,25,74
6401,Student_6401,22,99
6402,Student_6402,20,58
6403,Student_6403,23,69
6404,Student_6404,23,74
6405,Student_6405,25,97
6406,Student_6406,23,68
6407,Student_6407,24,52
6408,Student_6408,25,78
6409,Student_6409,18,68
6410,Student_6410,23,66
6411,Student_6411,22,60
